"Full_Address","latitude","longitude"
"137 BUCK CREEK ROAD, NEW AUGUSTA, MS 39462",NA,NA
"504 WATERWAY DRIVE, AMORY, MS 38821",33.9966249,-88.5043568
"100 LEXINGTON CIR, LEXINGTON, MS 39095",NA,NA
"414 COUNTY FARM LANE, BROOKHAVEN, MS 39601",31.561044,-90.4101278
"414 COUNTY FARM LANE -, BROOKHAVEN, MS 39601",31.561044,-90.4101278
"159 ANDREW CHAPEL RD, BRANDON, MS 39042",NA,NA
"166 EASTPORT ST, BURNSVILLE, MS 38833",34.828686,-88.3205692
"1000 HEATCRAFT DR, GRENADA, MS 38901",33.8221558,-89.7944407
"3984 HWY 51 S, GRENADA, MS 38901",NA,NA
"201 MARSHALL DURBIN DR, WAYNESBORO, MS 39367",31.6473136,-88.6284825
"1301 JAMES ST, HATTIESBURG, MS 39401",31.303047,-89.276872
"1301 JAMES ST -, HATTIESBURG, MS 39401",31.303047,-89.276872
"1001 S FOURTH AVE, LAUREL, MS 39440",NA,NA
"908 HWY 15, NORTH, NEW ALBANY, MS 38652",NA,NA
"13569 HWY 45, SCOOBA, MS 39358",NA,NA
"951 PRISOCK RD -, JACKSON, MS 39272",NA,NA
"795 SAM T BARKLEY DR, NEW ALBANY, MS 38652",34.518549,-89.0082768
"201 APACHE DR., JACKSON, MS 39272",NA,NA
"101 65TH AVE, MERIDIAN, MS 39307",32.355535,-88.744649
"1115 C ST, MERIDIAN, MS 39301",32.3647367,-88.6882725
"1003 SYCAMORE ST, GREENWOOD, MS 38930",NA,NA
"4355 MILWAUKEE ST, JACKSON, MS 39209",32.3375521,-90.2434096
"4355 MILWAUKEE ST -, JACKSON, MS 39209",32.3375521,-90.2434096
"601 HWY 611, PASCAGOULA, MS 39581",NA,NA
"2733 S HARPER RD, CORINTH, MS 38834",34.9097615,-88.505564
"13201 HWY 63 N, MOSS POINT, MS 39562",NA,NA
"356 LANGSTON CIR, COLUMBUS, MS 39701",NA,NA
"80 COUNTY ROAD 210, BURNSVILLE, MS 38833",NA,NA
"3000 W 7TH ST, HATTIESBURG, MS 39401",31.3356422,-89.3351737
"5509 INDUSTRIAL RD, PASCAGOULA, MS 39581",30.3859849,-88.5026763
"449 HWY 51 N, BATESVILLE, MS 38606",NA,NA
"449 HWY 51 N -, BATESVILLE, MS 38606",NA,NA
"306 E STONEWALL RD, BYHALIA, MS 38611",34.8600699,-89.7067192
"106 WALKER ST, CLEVELAND, MS 38732",33.7504788,-90.7222822
"8477 HIGHWAY 51 N, COLDWATER, MS 38618",NA,NA
"8477 HIGHWAY 51 N -, COLDWATER, MS 38618",NA,NA
"123 EAST ELTON ROAD, JACKSON, MS 39212",NA,NA
"13522 HIGHWAY 80, FOREST, MS 39074",NA,NA
"2161 HWY 51 N, MADISON, MS 39110",32.3996659,-90.1429818
"1117 S RACEWAY RD, GREENVILLE, MS 38703",33.3813471,-91.0062016
"1117 S RACEWAY RD -, GREENVILLE, MS 38703",33.3813471,-91.0062016
"136 SWEETHOME RD, GRENADA, MS 38901",33.7231732,-89.8945915
"1920 BYRON ST, HATTIESBURG, MS 39402",31.3029291,-89.3186488
"1920 BYRON ST -, HATTIESBURG, MS 39402",31.3029291,-89.3186488
"1955 NAIL RD W, HORN LAKE, MS 38637",NA,NA
"1955 NAIL RD W -, HORN LAKE, MS 38637",NA,NA
"1401 FOREST AVE, JACKSON, MS 39213",32.3705052,-90.1998927
"5361 HIGHWAY 11 NORTH, ELLISVILLE, MS 39437",NA,NA
"906 SOUTH LOCUST STREET, MCCOMB, MS 39648",31.235482,-90.4389306
"5324 ARUNDEL ROAD, MERIDIAN, MS 39307",32.350603,-88.7322686
"5324 ARUNDEL ROAD -, MERIDIAN, MS 39307",32.350603,-88.7322686
"30 FELTUS ST, NATCHEZ, MS 39120",31.5450911,-91.365552
"735 NESBIT RD, NESBIT, MS 38651",34.8821967,-90.0026626
"695 HIGHWAY 30 EAST, OXFORD, MS 38655",34.3851456,-89.4986799
"133 NEW RAGSDALE ROAD, MADISON, MS 39110",32.553931,-90.0826785
"2196 HIGHWAY 471, BRANDON, MS 39047",32.3338745,-89.9769083
"977 EUCLATUBBA ROAD, SALTILLO, MS 38866",NA,NA
"217 INDUSTRIAL PARK RD, STARKVILLE, MS 39759",33.448675,-88.8366517
"4450 RIFLE RANGE RD, VICKSBURG, MS 39180",32.2983347,-90.8988991
"1313 GREEN T RD E, HERNANDO, MS 38632",34.8604312,-89.9668531
"3984 HWY 51 S -, GRENADA, MS 38901",NA,NA
"27 CR 342, IUKA, MS 38852",NA,NA
"5484 HWY 145 S, VERONA, MS 38879",NA,NA
"404 MUELLER RD, FULTON, MS 38843",34.249716,-88.4105242
"404 MUELLER RD -, FULTON, MS 38843",34.249716,-88.4105242
"1033 S SPRINGS ST EXTENSION, FULTON, MS 38843",NA,NA
"1033 S SPRINGS ST EXTENSION -, FULTON, MS 38843",NA,NA
"3870 HWY 84 E -, LAUREL, MS 39443",NA,NA
"500 WATERWAY DR, AMORY, MS 38821",33.9948269,-88.5028337
"500 WATERWAY DR -, AMORY, MS 38821",33.9948269,-88.5028337
"7572 HIGHWAY 49 N, HATTIESBURG, MS 39402",NA,NA
"300 NISSAN DR, CANTON, MS 39046",NA,NA
"720 VAIDEN DR, HERNANDO, MS 38632",34.8154999,-89.9745193
"1194 HWY 145, GUNTOWN, MS 38849",NA,NA
"11167 PATTISON HERMANVILLE RD, HERMANVILLE, MS 39086",NA,NA
"11167 PATTISON HERMANVILLE RD -, HERMANVILLE, MS 39086",NA,NA
"211 INDUSTRIAL DR, MADISON, MS 39110",32.4235241,-90.1415355
"211 INDUSTRIAL DR -, MADISON, MS 39110",32.4235241,-90.1415355
"3630 FOURTH ST, FLOWOOD, MS 39232",32.3121595,-90.1342018
"1927 N THEOBALD ST, GREENVILLE, MS 38703",33.4301866,-91.0345039
"6604 OLD HWY 80W, MERIDIAN, MS 39307",NA,NA
"100 CHESTNUT ST, PACHUTA, MS 39347",32.042831,-88.882002
"800 ODOM INDUSTRIES RD, WAYNESBORO, MS 39367",NA,NA
"157 HIGHWAY 48 W, TYLERTOWN, MS 39667",NA,NA
"411 COUNTY RD 101, OXFORD, MS 38655",NA,NA
"5735 ELDER FERRY RD, MOSS POINT, MS 39563",30.4241804,-88.5147499
"808 12TH STREET, GREENWOOD, MS 38930",33.517022,-90.2047478
"147 W HOY RD, MADISON, MS 39110",32.4650005,-90.1119436
"805 WEST ST, HOLLY SPRINGS, MS 38635",34.7918344,-89.4411686
"364 STAFFORD BLVD, PONTOTOC, MS 38863",34.267108,-89.017171
"16 INDUSTRIAL RD - BUILDING #19, BELMONT, MS 38827",NA,NA
"111 DUNCAN RD, BELMONT, MS 38827",34.5057463,-88.1877036
"111 DUNCAN RD, GOLDEN, MS 38847",NA,NA
"26 INDUSTRIAL DRIVE ACCESS ROAD, BURNSVILLE, MS 38833",NA,NA
"3653 HWY 15 N, BAY SPRINGS, MS 39422",NA,NA
"MISSISSIPPI HWY 19 N INDUSTRIAL PARK, PHILADELPHIA, MS 39350",NA,NA
"1039 W FULTON ST, CANTON, MS 39046",32.6095632,-90.0579409
"1039 W FULTON ST -, CANTON, MS 39046",32.6095632,-90.0579409
"559 WEST MAIN ST, BROOKSVILLE, MS 39739",33.2345577,-88.5866119
"HWY 21 S, SEBASTOPOL, MS 39359",32.5640467,-89.3258802
"3653 HWY 15 N -, BAY SPRINGS, MS 39422",NA,NA
"95 COMMERCE DR INDUSTRIAL PARK, BAY SPRINGS, MS 39422",NA,NA
"95 COMMERCE DR INDUSTRIAL PARK -, BAY SPRINGS, MS 39422",NA,NA
"559 WEST MAIN ST -, BROOKSVILLE, MS 39739",33.2345577,-88.5866119
"4806 PONDEROSA RD, LAKE, MS 39092",NA,NA
"4806 PONDEROSA RD -, LAKE, MS 39092",NA,NA
"MISSISSIPPI HWY 19 N INDUSTRIAL PARK -, PHILADELPHIA, MS 39350",NA,NA
"OLD HWY 45 N, MACON, MS 39341",NA,NA
"2098 GLENDALE AVENUE, HATTIESBURG, MS 39401",31.3465192,-89.3063404
"10500 HIGH POINT RD, OLIVE BRANCH, MS 38654",34.9830989,-89.8031547
"917 PLATTE RD, GREENVILLE, MS 38704",NA,NA
"917 PLATTE RD -, GREENVILLE, MS 38704",NA,NA
"212 INDUSTRIAL PARK RD, EUPORA, MS 39744",33.5338458,-89.2823223
"212 INDUSTRIAL PARK RD -, EUPORA, MS 39744",33.5338458,-89.2823223
"3080 PORT & HARBOR DR, PEARLINGTON, MS 39572",NA,NA
"260 INDUSTRIAL DRIVE, PONTOTOC, MS 38863",34.2618869,-89.0108936
"HWY 15 N, RICHTON, MS 39476",NA,NA
"205 FLOYCE ST, RULEVILLE, MS 38771",33.7269273,-90.5536068
"2805 METER RD, JACKSON, MS 39204",32.2681408,-90.2062644
"2805 METER RD -, JACKSON, MS 39204",32.2681408,-90.2062644
"1095 MENDELL DAVIS DR, JACKSON, MS 39272",NA,NA
"16-4 INDUSTRIAL ROAD, BELMONT, MS 38827",34.4883806,-88.2043186
"1961 AIRPORT RD MS-9, COLUMBUS, MS 39701",NA,NA
"1961 AIRPORT RD MS-9 -, COLUMBUS, MS 39701",NA,NA
"4639 MEDGAR EVERS BLVD, JACKSON, MS 39213",32.3552248,-90.2309099
"4639 MEDGAR EVERS BLVD -, JACKSON, MS 39213",32.3552248,-90.2309099
"1042 MISSISSIPPI HWY 3, SUNFLOWER, MS 38778",NA,NA
"1042 MISSISSIPPI HWY 3 -, SUNFLOWER, MS 38778",NA,NA
"110 ACCESS RD, FULTON, MS 38843",34.2449703,-88.4118332
"165 CONCOURSE DR, PEARL, MS 39208",32.2810016,-90.0656267
"2914 US HIGHWAY 61, CLEVELAND, MS 38732",NA,NA
"2914 US HIGHWAY 61 -, CLEVELAND, MS 38732",NA,NA
"178 HUEY STOCKSTILL RD, PICAYUNE, MS 39466",NA,NA
"304 OLD OKAHOLA SCHOOLHO US E RD, PURVIS, MS 39475",NA,NA
"863 OLD RICHBURG RD, PURVIS, MS 39475",31.1807661,-89.3859481
"863 OLD RICHBURG RD -, PURVIS, MS 39475",31.1807661,-89.3859481
"19859 HWY 80, FOREST, MS 39074",NA,NA
"19859 HWY 80 -, FOREST, MS 39074",NA,NA
"182 J M TATUM INDUSTRIAL DR, HATTIESBURG, MS 39401",31.2666289,-89.2711867
"1141 RYDER ST, TUPELO, MS 38804",34.2346238,-88.6923636
"1141 RYDER ST -, TUPELO, MS 38804",34.2346238,-88.6923636
"102 DIXIE PINE RD, HATTIESBURG, MS 39401",31.2956337,-89.2797625
"102 DIXIE PINE RD -, HATTIESBURG, MS 39401",31.2956337,-89.2797625
"1000 PAPERMILL RD, GRENADA, MS 38901",NA,NA
"810 W L BEHAN RD, BROOKHAVEN, MS 39601",NA,NA
"810 W L BEHAN RD -, BROOKHAVEN, MS 39601",NA,NA
"931 HERMAN ALFORD MEMORIAL HWY, PHILADELPHIA, MS 39350",NA,NA
"601 EXPRESSWAY DR, HORN LAKE, MS 38637",34.9598171,-90.0021375
"601 EXPRESSWAY DR -, HORN LAKE, MS 38637",34.9598171,-90.0021375
"3037 ELLISVILLE BLVD, LAUREL, MS 39440",31.6577935,-89.1660913
"3719 INDUSTRIAL RD, PASCAGOULA, MS 39581",30.3775509,-88.500858
"105F SCR 25, TAYLORSVILLE, MS 39168",NA,NA
"4594 CAYCE RD, BYHALIA, MS 38611",NA,NA
"1731 SUNSET RD, COLLINS, MS 39428",31.6579502,-89.5853713
"3531 PORT & HARBOR DR, BAY SAINT LOUIS, MS 39520",NA,NA
"120 RICHARDSON DR, JACKSON, MS 39209",32.3557997,-90.2565649
"26 COUNTY ROAD 351 -, IUKA, MS 38852",NA,NA
"26 COUNTY ROAD 351, IUKA, MS 38852",NA,NA
"1 WAREHOUSE DR, LAUREL, MS 39440",31.6640455,-89.1663396
"1062 JESSIE HALL RD, FERNWOOD, MS 39635",NA,NA
"1111 NORTH FIR AVE, COLLINS, MS 39428",31.6469927,-89.5636123
"19148 HIGHWAY 51N, HAZLEHURST, MS 39083",NA,NA
"2535 SANDERSON DR, LAUREL, MS 39440",31.6676368,-89.1630796
"28163 HWY 28E, HAZLEHURST, MS 39083",NA,NA
"3976 HWY 49, COLLINS, MS 39428",NA,NA
"4039 RIVER RIDGE RD, SUMMIT, MS 39666",NA,NA
"4418 MANGUM DR, FLOWOOD, MS 39232",NA,NA
"118 COUNTY RD 183, TUPELO, MS 38804",NA,NA
"1001 SCHULZ BLVD, ROBINSONVILLE, MS 38664",NA,NA
"1001 SCHULZ BLVD -, ROBINSONVILLE, MS 38664",NA,NA
"942 N BROADWAY, GREENVILLE, MS 38701",33.4236857,-91.0484485
"942 N BROADWAY -, GREENVILLE, MS 38701",33.4236857,-91.0484485
"412 MISSISSIPPI HWY 7, GREENWOOD, MS 38930",NA,NA
"412 MISSISSIPPI HWY 7 -, GREENWOOD, MS 38930",NA,NA
"12481 GLASCOCK DR, GULFPORT, MS 39503",30.4280756,-89.0513655
"402 OAK ST, SHUQUALAK, MS 39361",32.9809697,-88.5660915
"444 HWY 49 S, RICHLAND, MS 39218",32.186531,-90.137996
"2628 ERICKSON RD, YAZOO CITY, MS 39194",NA,NA
"2628 ERICKSON RD -, YAZOO CITY, MS 39194",NA,NA
"77 COUNTY RD 351, IUKA, MS 38852",NA,NA
"36 COUNTY ROAD 166, OXFORD, MS 38655",NA,NA
"12251 SEAWAY ROAD, GULFPORT, MS 39503",30.4336516,-89.0418679
"61 COUNTY ROAD 520, SHANNON, MS 38868",NA,NA
"61 COUNTY ROAD 520 -, SHANNON, MS 38868",NA,NA
"240 PCA RD HWY 12 W, ACKERMAN, MS 39735",NA,NA
"240 PCA RD HWY 12 W -, ACKERMAN, MS 39735",NA,NA
"1010 WILE RD, MERIDIAN, MS 39301",NA,NA
"329 MOSELLE-SEMINARY RD, MOSELLE, MS 39459",NA,NA
"329 MOSELLE-SEMINARY RD -, MOSELLE, MS 39459",NA,NA
"103 AIRPORT RD, STARKVILLE, MS 39759",33.445347,-88.8453097
"1945 AIRPORT RD, COLUMBUS, MS 39701",NA,NA
"1945 AIRPORT RD -, COLUMBUS, MS 39701",NA,NA
"576 CHURCH RD, MADISON, MS 39110",32.5304354,-90.0830113
"6210 ST LOUIS ST, MERIDIAN, MS 39307",NA,NA
"6215 ST LOUIS ST, MERIDIAN, MS 39307",NA,NA
"11751 HWY 45, MACON, MS 39341",33.0894044,-88.5501786
"11751 HWY 45 -, MACON, MS 39341",33.0894044,-88.5501786
"2785 MCCRACKEN RD, HERNANDO, MS 38632",34.8196764,-89.9751953
"2785 MCCRACKEN ROAD, HERNANDO, MS 38632",34.8196764,-89.9751953
"2730 HWY 145 S, SALTILLO, MS 38866",NA,NA
"1900 34TH ST, GULFPORT, MS 39501",30.3925196,-89.0847998
"1900 34TH ST -, GULFPORT, MS 39501",30.3925196,-89.0847998
"3690 N CHURCH AVE, LOUISVILLE, MS 39339",33.1390598,-89.0679309
"650 N CHURCH AVE, LOUISVILLE, MS 39339",33.1442006,-89.0755588
"120 AZTEC DR, RICHLAND, MS 39218",32.2217354,-90.1631292
"120 AZTEC DR -, RICHLAND, MS 39218",32.2217354,-90.1631292
"1804 S GREEN ST, TUPELO, MS 38804",34.224778,-88.720012
"2205 MARTIN LUTHER KING DR, CLARKSDALE, MS 38614",NA,NA
"550 GULF LINE RD, PEARL, MS 39208",32.2876562,-90.1239657
"550 GULF LINE RD -, PEARL, MS 39208",32.2876562,-90.1239657
"723 E 21ST ST, LAUREL, MS 39440",31.7150523,-89.1189799
"1964 MURFF DR, GRENADA, MS 38901",33.7090816,-89.7676888
"1964 MURFF DR -, GRENADA, MS 38901",33.7090816,-89.7676888
"16-4 IND US TRIAL RD HWY 25, BELMONT, MS 38827",NA,NA
"1425 HWY 25 N, TISHOMINGO, MS 38873",NA,NA
"1425 HWY 25 N -, TISHOMINGO, MS 38873",NA,NA
"440 CHURCH RD, MADISON, MS 39110",32.5315275,-90.0980028
"6305 ST LOUIS STREET, MERIDIAN, MS 39307",NA,NA
"6305 ST LOUIS STREET -, MERIDIAN, MS 39307",NA,NA
"1 TB WAY, MANTACHIE, MS 38855",NA,NA
"1200 MAGNOLIA WAY, BLUE SPRINGS, MS 38828",NA,NA
"1200 MAGNOLIA WAY -, BLUE SPRINGS, MS 38828",NA,NA
"100 VALLEY DR, PEARL, MS 39208",32.2757154,-90.0637334
"2050 FOREST AVE., JACKSON, MS 39213",32.370654,-90.2078516
"103 TRI-STATE RD, LUCEDALE, MS 39452",NA,NA
"103 TRI-STATE RD -, LUCEDALE, MS 39452",NA,NA
"10270 HIGHWAY 178, OLIVE BRANCH, MS 38654",34.944268,-89.8075766
"40034 TRONOX RD, HAMILTON, MS 39746",NA,NA
"40036 TRONOX RD, HAMILTON, MS 397460180",NA,NA
"HWY 25, AMORY, MS 38821",33.9560594,-88.4965462
"501 GOVAN ST E, GRENADA, MS 38901",33.772069,-89.8005141
"BURROWS DR, PICKENS, MS 39146",32.8913347,-89.969717
"1785 INTERPLEX DR, VICKSBURG, MS 39183",NA,NA
"11634 HWY 80 W, FOREST, MS 39074",NA,NA
"3865 HWY 35N, CARTHAGE, MS 39051",NA,NA
"3865 HWY 35N -, CARTHAGE, MS 39051",NA,NA
"855 INDUSTRIAL PARK DR SE, MAGEE, MS 39111",NA,NA
"1300 RD 2219, UNION, MS 39365",NA,NA
"1225 JACK LEE DR, FOREST, MS 39074",32.3598526,-89.4904528
"1225 JACK LEE DR -, FOREST, MS 39074",32.3598526,-89.4904528
"508 L. STREET, BLDG 4705, BILOXI, MS 39534",NA,NA
"255 ROSENBAUM AVE, MERIDIAN, MS 39309",NA,NA
"16410 HIGHWAY 67, BILOXI, MS 39532",30.4849905,-88.953338
"2510 PENSACOLA ROAD, ACKERMAN, MS 39735",NA,NA
"255 LONE OAK ROAD, STEENS, MS 39766",NA,NA
"352 HWY 4 W, ASHLAND, MS 38603",NA,NA
"1055 MENDALL DAVIS DR, JACKSON, MS 39212",NA,NA
"1055 MENDELL DAVIS DR, BYRAM, MS 39272",NA,NA
"10011 LORRAINE RD, GULFPORT, MS 39503",30.4280747,-89.0321846
"3152 JAMES H. BIDDY RD, GRENADA, MS 38901",33.6972216,-89.712034
"BUILDING 2990, CAMP SHELBY, MS 39407",NA,NA
"BUILDING 6678, CAMP SHELBY, MS 39407",NA,NA
"4715 HEWES AVENUE, GULFPORT, MS 39507",30.4059296,-89.0612631
"UPPER GAINESVILLE BLVD, STENNIS SPACE CENTER, MS 39529",NA,NA
"UPPER GAINESVILLE ROAD, STENNIS SPACE CENTER, MS 39529",NA,NA
"2882 STATELINE RD W, SOUTHAVEN, MS 38671",34.9918687,-90.0422909
"457 J.M. TATUM INDUSTRIAL DR, HATTIESBURG, MS 39401",31.2664127,-89.272116
"850 N BROADWAY, GREENVILLE, MS 38701",33.4221966,-91.0493134
"617 YORKVILLE PARK SQ, COLUMBUS, MS 39702",33.4794723,-88.3816453
"338 HIGHWAY 72, BURNSVILLE, MS 38833",NA,NA
"5601 VIKING RD, GREENWOOD, MS 38930",NA,NA
"7801 TRINITY DR, ESCATAWPA, MS 39568",30.4568602,-88.5566384
"98 PEARCE RD -, MOUNT OLIVE, MS 39119",31.751456,-89.658738
"2050 BAILEY ROAD, GEORGETOWN, MS 39078",NA,NA
"100 STATE PARK ROAD, NATCHEZ, MS 39120",NA,NA
"100 STATE PARK ROAD -, NATCHEZ, MS 39120",NA,NA
"1000 W MAIN ST, LOUISVILLE, MS 39339",33.1234589,-89.05333
"431 PORT TERMINAL CIR, VICKSBURG, MS 39183",32.3912851,-90.8872392
"630 HWY 80 E, JACKSON, MS 39208",NA,NA
"12202 SHRINERS BLVD, BILOXI, MS 39532",30.4628412,-88.9699577
"751 COUNTY RD 989 BLDG 1010, IUKA, MS 38852",NA,NA
"631 HAWKES RD -, LAUREL, MS 39443",31.7291217,-89.1028497
"525 WAYNE DRIVE -, LAUREL, MS 39440",NA,NA
"289 S PONTOTOC RD, BRUCE, MS 38915",NA,NA
"1016 WEYERHAE US ER RD, PHILADELPHIA, MS 39350",NA,NA
"2056 JESSE HALL RD, MAGNOLIA, MS 39652",31.1676408,-90.4628793
"1160 S CHURCH AVE, LOUISVILLE, MS 39339",33.1050103,-89.057686
"966 SAWMILL LN NE, BROOKHAVEN, MS 39601",31.594137,-90.4264816
"151 L E BARRY RD, NATCHEZ, MS 39120",NA,NA
"9 COUNTY ROAD 370, IUKA, MS 38852",NA,NA
"1 YOKOHAMA BOULEVARD, WEST POINT, MS 39773",NA,NA
"4219 JEFFERSON AVE, MOSS POINT, MS 39563",30.389629,-88.539058
"4219 JEFFERSON AVENUE, MOSS POINT, MS 39563",30.389629,-88.539058
"1301 W 7TH ST, HATTIESBURG, MS 39401",31.3356232,-89.3138592
